Date,SPY,,,TA35.TA,,,IEI,,,LQD,,,,,,
12/21/2022,0.021792151,0.47,0.1,-0.03163076,0.21,0.06,0.000774716,0.19,0.75,0.00129636,0.11,0.2,0.003889647,1002.268823,992.1437937,0.001121679
12/22/2022,-0.016300934,0.47,0.1,0.029770422,0.21,0.06,0.003135442,0.19,0.75,0.009892756,0.11,0.2,0.000274287,1002.543732,996.5948131,0.004486264
12/23/2022,0.012118457,0.47,0.1,0.028574434,0.21,0.06,-0.001672997,0.19,0.75,-0.006170159,0.11,0.2,0.010699719,1013.270669,997.0308557,0.000437533
12/24/2022,-0.00319453,0.47,0.1,-0.010660218,0.21,0.06,-0.000994171,0.19,0.75,-0.010275442,0.11,0.2,-0.005059266,1008.144262,993.282236,-0.003759783
12/25/2022,-0.009372955,0.47,0.1,-0.015336983,0.21,0.06,-0.00127129,0.19,0.75,-0.011436142,0.11,0.2,-0.009125576,998.9443654,988.2182744,-0.00509821
12/26/2022,0.019553986,0.47,0.1,-0.004509992,0.21,0.06,0.000198139,0.19,0.75,-0.000401842,0.11,0.2,0.008236719,1007.172389,989.9506553,0.001753035
12/27/2022,0.005115587,0.47,0.1,0.063445787,0.21,0.06,-0.002973615,0.19,0.75,0.004759189,0.11,0.2,0.015686465,1022.971364,992.9600383,0.003039932
12/28/2022,-0.009130077,0.47,0.1,-0.029787405,0.21,0.06,-0.002589095,0.19,0.75,-0.004004297,0.11,0.2,-0.011478892,1011.228786,987.5554239,-0.005442932
12/29/2022,0.005225607,0.47,0.1,0.036793915,0.21,0.06,0.000796108,0.19,0.75,0.008594139,0.11,0.2,0.011279373,1022.634813,992.5387315,0.005046104
12/30/2022,-0.002060101,0.47,0.1,-0.030742677,0.21,0.06,-0.000254439,0.19,0.75,-0.007623624,0.11,0.2,-0.008311152,1014.13554,988.8007066,-0.003766125
12/31/2022,-0.019907152,0.47,0.1,-0.008254551,0.21,0.06,0.00062313,0.19,0.75,0.005021282,0.11,0.2,-0.010419081,1003.569179,987.797683,-0.001014384
1/1/2023,0.0119541,0.47,0.1,0.020651249,0.21,0.06,-0.002832858,0.19,0.75,-0.004834931,0.11,0.2,0.008885104,1012.485995,987.1485566,-0.000657145
1/2/2023,0.019519374,0.47,0.1,-0.030681248,0.21,0.06,-0.000789355,0.19,0.75,-0.001975044,0.11,0.2,0.002363811,1014.879321,986.2838512,-0.000875963
1/3/2023,-0.00254151,0.47,0.1,-0.001333274,0.21,0.06,0.00144813,0.19,0.75,0.000847241,0.11,0.2,-0.001106156,1013.756706,987.1926117,0.000921399
1/4/2023,-0.01715163,0.47,0.1,-0.026492462,0.21,0.06,0.000143784,0.19,0.75,-0.009149976,0.11,0.2,-0.014603861,998.9519438,982.2301246,-0.005026868
1/5/2023,0.028870014,0.47,0.1,0.003936656,0.21,0.06,0.003237838,0.19,0.75,0.008912555,0.11,0.2,0.015991175,1014.926359,989.4338888,0.00733409
1/6/2023,0.005382795,0.47,0.1,-0.008986422,0.21,0.06,-0.000868056,0.19,0.75,0.012302125,0.11,0.2,0.001831068,1016.784758,991.2232577,0.001808478
1/7/2023,-0.003834726,0.47,0.1,-0.027101212,0.21,0.06,-0.003778257,0.19,0.75,-0.004393012,0.11,0.2,-0.008694676,1007.944144,985.5516365,-0.00572184
1/8/2023,-0.002395693,0.47,0.1,0.029386785,0.21,0.06,0.003016813,0.19,0.75,-0.012039498,0.11,0.2,0.004294099,1012.272356,986.9100693,0.001378348
1/9/2023,-0.000483449,0.47,0.1,-0.006681263,0.21,0.06,-0.001014027,0.19,0.75,-0.009720744,0.11,0.2,-0.002892233,1009.344628,983.7974638,-0.00315389
1/10/2023,0.009263715,0.47,0.1,0.002825946,0.21,0.06,-0.000239523,0.19,0.75,0.012063305,0.11,0.2,0.006228849,1015.631684,987.0724737,0.003328947
1/11/2023,-0.004881135,0.47,0.1,0.018883085,0.21,0.06,0.000260303,0.19,0.75,0.020423951,0.11,0.2,0.003967407,1019.661107,991.9336958,0.004924889
1/12/2023,0.012101294,0.47,0.1,-0.027061138,0.21,0.06,7.03E-05,0.19,0.75,-0.011475678,0.11,0.2,-0.001244202,1018.392443,989.2991543,-0.002655965
1/13/2023,-0.001905968,0.47,0.1,0.047109493,0.21,0.06,-0.000279305,0.19,0.75,-0.008313397,0.11,0.2,0.008029647,1026.569774,990.0547954,0.000763815
1/14/2023,0.015506803,0.47,0.1,-0.021513243,0.21,0.06,-0.003743056,0.19,0.75,-0.017180077,0.11,0.2,0.000169427,1026.743703,984.1308798,-0.005983422
1/15/2023,0.01869239,0.47,0.1,0.038328396,0.21,0.06,0.003092965,0.19,0.75,0.01545197,0.11,0.2,0.019121767,1046.376856,993.5579292,0.009579061
1/16/2023,-0.015250839,0.47,0.1,0.018465561,0.21,0.06,-0.001246075,0.19,0.75,0.019565952,0.11,0.2,-0.001374626,1044.93848,996.1029116,0.002561484
1/17/2023,-0.006511144,0.47,0.1,-0.039345735,0.21,0.06,0.001048339,0.19,0.75,-0.00836222,0.11,0.2,-0.012043502,1032.353761,992.2200541,-0.003898049
1/18/2023,-0.008113955,0.47,0.1,0.023620658,0.21,0.06,-0.001408783,0.19,0.75,-0.005277752,0.11,0.2,0.000298558,1032.661978,990.7254791,-0.001506294
1/19/2023,0.004791825,0.47,0.1,-0.009385049,0.21,0.06,0.001081417,0.19,0.75,0.009151548,0.11,0.2,0.001493437,1034.204194,993.2592118,0.002557452
1/20/2023,-0.012017222,0.47,0.1,0.054489444,0.21,0.06,0.000994899,0.19,0.75,0.007297488,0.11,0.2,0.006786443,1041.222762,997.5037225,0.004273316
1/21/2023,0.004448241,0.47,0.1,0.059725694,0.21,0.06,0.000320834,0.19,0.75,0.004501931,0.11,0.2,0.01518924,1057.038144,1002.660196,0.005169377
1/22/2023,0.016189008,0.47,0.1,-0.067556839,0.21,0.06,-0.000785842,0.19,0.75,-0.011281656,0.11,0.2,-0.007968395,1048.615247,997.3659274,-0.005280222
1/23/2023,-0.008916097,0.47,0.1,0.109484799,0.21,0.06,-0.00063968,0.19,0.75,-0.003368638,0.11,0.2,0.018309153,1067.814504,1001.878001,0.004523991
1/24/2023,0.003152903,0.47,0.1,-0.021646614,0.21,0.06,-0.002497587,0.19,0.75,-0.009240784,0.11,0.2,-0.004554952,1062.95066,997.1643121,-0.004704854
1/25/2023,0.007344661,0.47,0.1,-0.02771018,0.21,0.06,-0.000147078,0.19,0.75,-0.002443029,0.11,0.2,-0.002663825,1060.119145,995.6415836,-0.001527059
1/26/2023,0.004561964,0.47,0.1,-0.074588036,0.21,0.06,0.000554931,0.19,0.75,0.023146943,0.11,0.2,-0.010867764,1048.59802,996.6636112,0.001026501
1/27/2023,-0.00304339,0.47,0.1,0.001104513,0.21,0.06,-0.001009184,0.19,0.75,-0.018460593,0.11,0.2,-0.003420856,1045.010918,991.9921742,-0.004687075
1/28/2023,-0.005250716,0.47,0.1,-0.002156198,0.21,0.06,-0.007414617,0.19,0.75,-0.024131418,0.11,0.2,-0.006983872,1037.712696,981.0389041,-0.01104169
1/29/2023,0.003472138,0.47,0.1,0.024596226,0.21,0.06,0.004838012,0.19,0.75,0.028199912,0.11,0.2,0.010818325,1048.939009,991.9200763,0.011091479
1/30/2023,-0.005043629,0.47,0.1,-0.044058178,0.21,0.06,0.0010184,0.19,0.75,-0.005059442,0.11,0.2,-0.011985766,1036.366672,988.5515735,-0.003395942
1/31/2023,0.012053769,0.47,0.1,0.017096646,0.21,0.06,0.001229463,0.19,0.75,0.000530532,0.11,0.2,0.009547523,1046.261407,991.7736378,0.003259379
2/1/2023,-0.000921602,0.47,0.1,0.009336916,0.21,0.06,0.001435356,0.19,0.75,-0.001630947,0.11,0.2,0.001620913,1047.957306,992.9819977,0.001218383
2/2/2023,0.011703065,0.47,0.1,0.033732231,0.21,0.06,0.001022327,0.19,0.75,0.009831212,0.11,0.2,0.013859885,1062.481873,998.8676284,0.005927228
2/3/2023,0.000667426,0.47,0.1,-0.027329445,0.21,0.06,0.00134083,0.19,0.75,-0.006445179,0.11,0.2,-0.005879705,1056.234793,997.0132933,-0.001856437
2/4/2023,0.004794763,0.47,0.1,0.013672683,0.21,0.06,0.001035169,0.19,0.75,0.019817378,0.11,0.2,0.007501396,1064.158028,1003.034944,0.006039689
2/5/2023,0.011273398,0.47,0.1,-0.001067177,0.21,0.06,0.00067424,0.19,0.75,-0.001114238,0.11,0.2,0.00507993,1069.563876,1004.385171,0.001346142
2/6/2023,-0.00623929,0.47,0.1,-0.010223753,0.21,0.06,-0.000353296,0.19,0.75,-0.008793425,0.11,0.2,-0.006113858,1063.024715,1001.10986,-0.003261011
2/7/2023,0.00031309,0.47,0.1,-0.003318386,0.21,0.06,-0.005570577,0.19,0.75,-0.026790942,0.11,0.2,-0.004555122,1058.182508,991.3951745,-0.009703915
2/8/2023,-0.008235784,0.47,0.1,-0.011593988,0.21,0.06,0.004651408,0.19,0.75,0.038520869,0.11,0.2,-0.001184493,1056.929098,1000.985447,0.009673512
2/9/2023,0.009631066,0.47,0.1,-0.015169119,0.21,0.06,-0.000398696,0.19,0.75,-0.005483787,0.11,0.2,0.000662117,1057.628909,999.6413039,-0.00134282
2/10/2023,0.002719716,0.47,0.1,-0.000837492,0.21,0.06,-0.002488723,0.19,0.75,0.002466352,0.11,0.2,0.000900835,1058.581657,998.4901673,-0.00115155
2/11/2023,0.001359262,0.47,0.1,0.001709395,0.21,0.06,0.000958796,0.19,0.75,-0.006713282,0.11,0.2,0.000441537,1059.04906,998.1056795,-0.000385069
2/12/2023,0.013922767,0.47,0.1,0.027635069,0.21,0.06,-0.000703136,0.19,0.75,-0.030480358,0.11,0.2,0.00886063,1068.432902,994.539405,-0.003573043
2/13/2023,-0.004250349,0.47,0.1,-0.022403905,0.21,0.06,-3.77E-05,0.19,0.75,0.028435504,0.11,0.2,-0.003581736,1064.606057,998.4077457,0.00388958
2/14/2023,-0.010294804,0.47,0.1,0.004424118,0.21,0.06,-0.000685221,0.19,0.75,-0.007562904,0.11,0.2,-0.004871604,1059.419718,995.6216594,-0.00279053
2/15/2023,-0.003249595,0.47,0.1,-0.009320758,0.21,0.06,-0.000587059,0.19,0.75,-0.001062958,0.11,0.2,-0.003713135,1055.485949,994.0912987,-0.001537091
2/16/2023,-0.006397438,0.47,0.1,0.012766623,0.21,0.06,-0.000547584,0.19,0.75,-0.011019396,0.11,0.2,-0.001641979,1053.752863,991.6176883,-0.002488313
2/17/2023,-0.003082169,0.47,0.1,-0.006599113,0.21,0.06,-0.000351268,0.19,0.75,-0.000530579,0.11,0.2,-0.002959538,1050.634241,990.5529582,-0.00107373
2/18/2023,0.007673829,0.47,0.1,-0.008965764,0.21,0.06,0.001173908,0.19,0.75,-0.003471238,0.11,0.2,0.001565096,1052.278585,990.9646526,0.000415621
2/19/2023,-0.005870796,0.47,0.1,0.007024614,0.21,0.06,0.002139551,0.19,0.75,0.0341515,0.11,0.2,0.002879075,1055.308173,999.1592962,0.00826936
2/20/2023,0.006962477,0.47,0.1,0.008759602,0.21,0.06,0.000333944,0.19,0.75,-0.009135468,0.11,0.2,0.004170428,1059.70926,998.8047829,-0.000354812
2/21/2023,-0.011731423,0.47,0.1,0.002883339,0.21,0.06,0.000621076,0.19,0.75,0.012141299,0.11,0.2,-0.00345472,1056.048261,1000.696444,0.001893925
2/22/2023,0.01134529,0.47,0.1,-0.008479748,0.21,0.06,-0.00090953,0.19,0.75,-0.033000892,0.11,0.2,-0.000251369,1055.782803,994.0352264,-0.006656582
2/23/2023,-0.0161013,0.47,0.1,-0.034610596,0.21,0.06,-0.002804631,0.19,0.75,0.021377359,0.11,0.2,-0.013017207,1042.03946,992.5294942,-0.001514767
2/24/2023,0.00980308,0.47,0.1,0.014568767,0.21,0.06,-0.000748399,0.19,0.75,0.000258636,0.11,0.2,0.007553143,1049.910133,993.8643096,0.001344862
2/25/2023,-0.009667631,0.47,0.1,0.031173573,0.21,0.06,-0.000361719,0.19,0.75,-0.007918545,0.11,0.2,0.001062897,1051.026079,992.9187998,-0.000951347
2/26/2023,-0.006173659,0.47,0.1,-0.009026788,0.21,0.06,-0.000873177,0.19,0.75,-0.014596058,0.11,0.2,-0.006568715,1044.122188,988.2192481,-0.004733067
2/27/2023,-0.003420905,0.47,0.1,-0.005246962,0.21,0.06,-2.83E-05,0.19,0.75,-0.010733942,0.11,0.2,-0.003895804,1040.054493,985.4275817,-0.002824946
2/28/2023,-0.009032361,0.47,0.1,-0.024585761,0.21,0.06,0.001143213,0.19,0.75,0.013109589,0.11,0.2,-0.007748954,1031.995158,986.5124839,0.001100946
3/1/2023,0.012834852,0.47,0.1,0.019060631,0.21,0.06,-0.001487454,0.19,0.75,0.004224642,0.11,0.2,0.010217207,1042.539267,988.6398592,0.002156461
3/2/2023,-0.006088054,0.47,0.1,0.00154194,0.21,0.06,-0.000761616,0.19,0.75,-0.001060067,0.11,0.2,-0.002798892,1039.621311,987.3551071,-0.001299515
3/3/2023,0.011970094,0.47,0.1,0.022360712,0.21,0.06,0.000487609,0.19,0.75,-0.013547257,0.11,0.2,0.008924141,1048.899039,987.5475501,0.000194908
3/4/2023,0.007765776,0.47,0.1,0.013277981,0.21,0.06,0.001409446,0.19,0.75,0.02381132,0.11,0.2,0.009325331,1058.680369,994.8480993,0.007392605
3/5/2023,-0.009683919,0.47,0.1,-0.036008005,0.21,0.06,-0.002618067,0.19,0.75,-0.011321419,0.11,0.2,-0.013855912,1044.011387,987.5292937,-0.007356707
3/6/2023,-0.001907892,0.47,0.1,0.015554231,0.21,0.06,0.002874564,0.19,0.75,0.018477052,0.11,0.2,0.004948322,1049.177492,994.0408627,0.006593798
3/7/2023,0.025541854,0.47,0.1,-0.01314185,0.21,0.06,-0.002708221,0.19,0.75,-0.030974448,0.11,0.2,0.005323131,1054.762402,987.6189798,-0.006460381
3/8/2023,-0.012193002,0.47,0.1,0.043104378,0.21,0.06,0.00480855,0.19,0.75,0.029181791,0.11,0.2,0.00744483,1062.614928,998.2948773,0.010809733
3/9/2023,-0.00090835,0.47,0.1,-0.031572456,0.21,0.06,-0.000384216,0.19,0.75,8.23E-05,0.11,0.2,-0.007121092,1055.047949,996.0418341,-0.002256891
3/10/2023,0.009697689,0.47,0.1,0.002928049,0.21,0.06,0.000779806,0.19,0.75,-0.004686476,0.11,0.2,0.004805455,1060.117935,996.8317066,0.000793011
3/11/2023,-0.013859985,0.47,0.1,-0.015051366,0.21,0.06,-0.001430472,0.19,0.75,0.003210394,0.11,0.2,-0.009593626,1049.94756,994.1204684,-0.002719855
3/12/2023,0.005435849,0.47,0.1,-0.004954489,0.21,0.06,-0.001142231,0.19,0.75,-0.004596527,0.11,0.2,0.000791765,1050.778871,992.599799,-0.001529663
3/13/2023,-0.013808358,0.47,0.1,0.093370508,0.21,0.06,0.000227747,0.19,0.75,-0.001387587,0.11,0.2,0.013008516,1064.447945,996.6840368,0.004114687
3/14/2023,0.002170889,0.47,0.1,-0.065645314,0.21,0.06,0.001378086,0.19,0.75,0.003456423,0.11,0.2,-0.012123155,1051.543477,994.6938775,-0.001996781
3/15/2023,0.005231112,0.47,0.1,-0.032099526,0.21,0.06,-0.001552025,0.19,0.75,0.010080542,0.11,0.2,-0.003468303,1047.896406,994.1460292,-0.000550771
3/16/2023,-0.001762194,0.47,0.1,0.01254784,0.21,0.06,0.00090779,0.19,0.75,-0.003289673,0.11,0.2,0.001617431,1049.591306,994.7420784,0.000599559
3/17/2023,-0.000728354,0.47,0.1,-0.016458186,0.21,0.06,-0.000732146,0.19,0.75,-0.0151533,0.11,0.2,-0.005604516,1043.708855,990.1263796,-0.004640096
3/18/2023,0.007553088,0.47,0.1,-0.014585147,0.21,0.06,0.000812404,0.19,0.75,0.011759354,0.11,0.2,0.001934956,1045.728386,992.9396991,0.002841374
3/19/2023,-0.007895676,0.47,0.1,-0.000597134,0.21,0.06,-0.001415124,0.19,0.75,-0.007649949,0.11,0.2,-0.004946734,1040.555446,989.5470938,-0.003416728
3/20/2023,-0.002827872,0.47,0.1,0.012075272,0.21,0.06,-0.000479463,0.19,0.75,0.007637918,0.11,0.2,0.00195578,1042.590544,991.1399833,0.001609716
3/21/2023,0.001314867,0.47,0.1,-0.00312764,0.21,0.06,-0.000502531,0.19,0.75,0.004459538,0.11,0.2,0.000356251,1042.961968,991.5947559,0.000458838
3/22/2023,0.004413798,0.47,0.1,0.012056993,0.21,0.06,-0.000577642,0.19,0.75,-0.01809017,0.11,0.2,0.002506783,1045.576447,988.7325511,-0.002886466
3/23/2023,-0.025399948,0.47,0.1,-0.083399453,0.21,0.06,-0.001512839,0.19,0.75,-0.009821719,0.11,0.2,-0.030819689,1013.352106,978.2095345,-0.010642935
3/24/2023,-0.005828296,0.47,0.1,0.078657597,0.21,0.06,0.000619033,0.19,0.75,0.000990541,0.11,0.2,0.014005372,1027.544479,982.9039711,0.004799009
3/25/2023,0.003890827,0.47,0.1,-0.066859463,0.21,0.06,-0.001849881,0.19,0.75,-0.003221175,0.11,0.2,-0.012917605,1014.271065,977.3465038,-0.00565413
3/26/2023,-0.008594212,0.47,0.1,0.007033316,0.21,0.06,0.002256784,0.19,0.75,-0.022055958,0.11,0.2,-0.00455965,1009.646345,974.2619732,-0.003156026
3/27/2023,0.001299776,0.47,0.1,-0.041934068,0.21,0.06,-0.001514929,0.19,0.75,-0.011362834,0.11,0.2,-0.009733008,999.8194488,968.6162909,-0.00579483
3/28/2023,0.005583198,0.47,0.1,0.072093829,0.21,0.06,-0.002077757,0.19,0.75,-0.002833209,0.11,0.2,0.01705738,1016.873749,971.2886937,0.00275899
3/29/2023,-3.22E-05,0.47,0.1,-0.00978233,0.21,0.06,0.002748608,0.19,0.75,0.019455234,0.11,0.2,0.000592869,1017.476622,976.4970729,0.005362339
3/30/2023,-0.006805574,0.47,0.1,0.025799378,0.21,0.06,-0.004041934,0.19,0.75,0.017229706,0.11,0.2,0.00334655,1020.881659,977.7488406,0.001281896
3/31/2023,0.002692887,0.47,0.1,-0.014901751,0.21,0.06,-0.002404258,0.19,0.75,-0.031508545,0.11,0.2,-0.00578646,1014.974368,969.2133681,-0.008729719
4/1/2023,-0.005827732,0.47,0.1,-0.043018858,0.21,0.06,0.002477576,0.19,0.75,0.009272484,0.11,0.2,-0.010282282,1004.538116,969.7452473,0.000548774
4/2/2023,-1.96E-05,0.47,0.1,0.052463754,0.21,0.06,0.003797452,0.19,0.75,0.017102877,0.11,0.2,0.013610993,1018.210877,978.8749395,0.009414526
4/3/2023,0.035252522,0.47,0.1,0.047043468,0.21,0.06,-0.002662744,0.19,0.75,-0.023652517,0.11,0.2,0.023340116,1041.976037,978.5032599,-0.000379701
4/4/2023,-0.012563178,0.47,0.1,-0.028826693,0.21,0.06,0.003429288,0.19,0.75,0.031899958,0.11,0.2,-0.007797739,1033.850979,984.3410475,0.005966038
4/5/2023,6.06E-07,0.47,0.1,0.007114012,0.21,0.06,-0.001689734,0.19,0.75,-0.025778524,0.11,0.2,-0.00166246,1032.132243,978.4388359,-0.005996104
4/6/2023,0.000201644,0.47,0.1,-0.017918709,0.21,0.06,0.001954391,0.19,0.75,0.025472148,0.11,0.2,-0.000494886,1031.621456,983.8254005,0.005505265
4/7/2023,0.007035951,0.47,0.1,0.051300866,0.21,0.06,-0.001327263,0.19,0.75,-0.022738568,0.11,0.2,0.011326657,1043.306278,982.0923782,-0.001761514
4/8/2023,-0.004292061,0.47,0.1,-0.054777809,0.21,0.06,0.00116849,0.19,0.75,0.025623371,0.11,0.2,-0.010480024,1032.372402,984.3366235,0.002285167
4/9/2023,-0.005255091,0.47,0.1,0.027297304,0.21,0.06,-0.000909891,0.19,0.75,-0.006788993,0.11,0.2,0.002342872,1034.791119,983.4232693,-0.000927888
4/10/2023,0.010667497,0.47,0.1,-0.022528426,0.21,0.06,-0.004508524,0.19,0.75,-0.013379042,0.11,0.2,-0.00204556,1032.674392,977.1862446,-0.006342157
4/11/2023,-0.010167876,0.47,0.1,0.018729975,0.21,0.06,0.000760225,0.19,0.75,-0.009330938,0.11,0.2,-0.001727568,1030.890377,976.0243619,-0.001189008
4/12/2023,-0.007052014,0.47,0.1,-0.00370354,0.21,0.06,-0.002929823,0.19,0.75,-0.02525938,0.11,0.2,-0.007427388,1023.233554,968.0437458,-0.008176657
4/13/2023,-0.020161337,0.47,0.1,0.008863528,0.21,0.06,0.002070842,0.19,0.75,0.028951311,0.11,0.2,-0.004036383,1019.103391,973.7155837,0.005859072
4/14/2023,0.008115739,0.47,0.1,-0.017555521,0.21,0.06,0.000282157,0.19,0.75,-0.025308583,0.11,0.2,-0.002602596,1016.451077,968.7575641,-0.005091856
4/15/2023,-0.005046003,0.47,0.1,0.093465806,0.21,0.06,0.001155311,0.19,0.75,0.029542496,0.11,0.2,0.020725382,1037.517413,980.2647869,0.011878331
4/16/2023,-0.009092841,0.47,0.1,-0.056522919,0.21,0.06,0.000159806,0.19,0.75,0.009015274,0.11,0.2,-0.015121405,1021.828692,977.9339624,-0.00237775
4/17/2023,-0.009974061,0.47,0.1,0.016264734,0.21,0.06,-0.000936129,0.19,0.75,-0.02325496,0.11,0.2,-0.004008125,1017.733075,972.677948,-0.005374611
4/18/2023,-0.004842277,0.47,0.1,-0.011263467,0.21,0.06,0.002283308,0.19,0.75,0.026614219,0.11,0.2,-0.001279806,1016.430575,978.3927125,0.005875289
4/19/2023,0.006675831,0.47,0.1,-0.021615487,0.21,0.06,-0.001674745,0.19,0.75,-0.001973927,0.11,0.2,-0.001936945,1014.461804,976.1617908,-0.00228019
4/20/2023,0.006217889,0.47,0.1,0.018510828,0.21,0.06,-0.000386905,0.19,0.75,-0.016173971,0.11,0.2,0.004957033,1019.490525,974.4119873,-0.001792534
4/21/2023,0.008944081,0.47,0.1,0.003351927,0.21,0.06,-0.000948387,0.19,0.75,-0.019084083,0.11,0.2,0.00262818,1022.169929,971.067237,-0.003432583
4/22/2023,0.015201663,0.47,0.1,-0.001302385,0.21,0.06,0.005650425,0.19,0.75,0.033144077,0.11,0.2,0.01159071,1034.017604,983.0197706,0.012308657
4/23/2023,0.002916018,0.47,0.1,0.004176328,0.21,0.06,0.001816883,0.19,0.75,-0.013293814,0.11,0.2,0.001130445,1035.186505,982.2786533,-0.000753919
4/24/2023,0.00391013,0.47,0.1,-0.006248903,0.21,0.06,-0.000266211,0.19,0.75,0.039538808,0.11,0.2,0.004824181,1040.180431,989.8659528,0.007724182
4/25/2023,0.006034971,0.47,0.1,-0.008827181,0.21,0.06,0.000244,0.19,0.75,-0.021693736,0.11,0.2,-0.001357223,1038.768675,985.8254379,-0.004081881
4/26/2023,0.002481717,0.47,0.1,0.014364155,0.21,0.06,0.000452437,0.19,0.75,0.008352756,0.11,0.2,0.005187646,1044.157439,988.9011144,0.0031199
4/27/2023,0.000516225,0.47,0.1,-0.006071496,0.21,0.06,-0.000580685,0.19,0.75,-0.003739185,0.11,0.2,-0.001554029,1042.534788,987.4217007,-0.001496018
4/28/2023,0.020236329,0.47,0.1,-0.004778319,0.21,0.06,-3.92E-05,0.19,0.75,0.02133269,0.11,0.2,0.010846783,1053.842937,993.3206576,0.005974101
4/29/2023,-0.014756339,0.47,0.1,0.01176187,0.21,0.06,-0.002933018,0.19,0.75,-0.015456151,0.11,0.2,-0.006722937,1046.758017,987.3002253,-0.006060915
4/30/2023,0.015492249,0.47,0.1,-0.021506987,0.21,0.06,0.001821453,0.19,0.75,0.008019686,0.11,0.2,0.003993132,1050.93786,990.4880527,0.003228833
5/1/2023,-0.000547211,0.47,0.1,0.007237342,0.21,0.06,0.003061708,0.19,0.75,0.002961234,0.11,0.2,0.002170113,1053.218514,993.7250145,0.003268047
5/2/2023,0.001650319,0.47,0.1,0.01895999,0.21,0.06,-0.000676772,0.19,0.75,0.003899246,0.11,0.2,0.005057578,1058.545249,995.2900336,0.001574902
5/3/2023,-0.002843926,0.47,0.1,0.015684742,0.21,0.06,0.003133021,0.19,0.75,-0.000572074,0.11,0.2,0.002489497,1061.180494,998.1684554,0.002892043
5/4/2023,0.020368098,0.47,0.1,-0.008755847,0.21,0.06,-0.001078244,0.19,0.75,0.00107903,0.11,0.2,0.007648105,1069.296513,999.085355,0.000918582
5/5/2023,-0.00907462,0.47,0.1,0.003844753,0.21,0.06,0.000976494,0.19,0.75,0.008866049,0.11,0.2,-0.002296874,1066.840474,1000.912486,0.001828804
5/6/2023,0.00356615,0.47,0.1,-0.005625833,0.21,0.06,-0.001301622,0.19,0.75,0.001766773,0.11,0.2,0.000441703,1067.3117,1000.308138,-0.000603797
5/7/2023,-0.002981908,0.47,0.1,0.007417489,0.21,0.06,0.001390866,0.19,0.75,0.021637467,0.11,0.2,0.002800562,1070.300773,1005.82734,0.005517501
5/8/2023,-0.001825884,0.47,0.1,0.024568134,0.21,0.06,-0.002437591,0.19,0.75,-0.027987824,0.11,0.2,0.00075934,1071.113495,999.657335,-0.006134258
5/9/2023,0.005236384,0.47,0.1,0.029335708,0.21,0.06,0.001337256,0.19,0.75,-0.004348402,0.11,0.2,0.008397354,1080.108013,1002.073549,0.002417043
5/10/2023,0.006932186,0.47,0.1,-0.023524587,0.21,0.06,0.003447874,0.19,0.75,0.014355752,0.11,0.2,0.000552193,1080.704441,1006.822174,0.004738799
5/11/2023,-0.003554661,0.47,0.1,-0.042411289,0.21,0.06,-0.000542844,0.19,0.75,-0.028303817,0.11,0.2,-0.013793622,1065.797613,997.7929532,-0.00896804
5/12/2023,0.008236362,0.47,0.1,0.026496183,0.21,0.06,-0.004341828,0.19,0.75,-0.006653028,0.11,0.2,0.007878508,1074.194509,995.6241808,-0.00217357
5/13/2023,-7.92E-05,0.47,0.1,0.023895913,0.21,0.06,0.004465692,0.19,0.75,0.029821064,0.11,0.2,0.009109721,1083.980121,1006.316505,0.010739317
5/14/2023,-0.009623553,0.47,0.1,-0.021242764,0.21,0.06,0.001284963,0.19,0.75,-0.010371097,0.11,0.2,-0.009880728,1073.269609,1002.947943,-0.003347418
5/15/2023,0.007016379,0.47,0.1,-0.004557372,0.21,0.06,0.001917012,0.19,0.75,0.02502843,0.11,0.2,0.00545801,1079.127525,1009.839841,0.006871641
5/16/2023,-0.003684607,0.47,0.1,-0.001642861,0.21,0.06,0.000426349,0.19,0.75,0.000693051,0.11,0.2,-0.001919525,1077.056113,1009.831095,-8.66069E-06
5/17/2023,0.005369299,0.47,0.1,0.046395061,0.21,0.06,-0.002468253,0.19,0.75,-0.001266242,0.11,0.2,0.011658279,1089.612733,1011.059247,0.001216195
5/18/2023,0.002740873,0.47,0.1,-0.030920321,0.21,0.06,0.000315043,0.19,0.75,0.001327644,0.11,0.2,-0.004999158,1084.165587,1009.96799,-0.001079321
5/19/2023,0.007940557,0.47,0.1,-0.014279536,0.21,0.06,0.000890059,0.19,0.75,-0.014423136,0.11,0.2,-0.000684075,1083.423937,1007.665465,-0.002279799
5/20/2023,0.021713189,0.47,0.1,0.001052482,0.21,0.06,-0.00428743,0.19,0.75,-0.038531499,0.11,0.2,0.005373144,1089.245329,998.9114681,-0.008687404
5/21/2023,-0.008434171,0.47,0.1,0.0029625,0.21,0.06,0.008396784,0.19,0.75,0.053354648,0.11,0.2,0.004122465,1093.735705,1015.196573,0.016302851
5/22/2023,-0.010505498,0.47,0.1,-0.006679853,0.21,0.06,0.001055384,0.19,0.75,0.024649788,0.11,0.2,-0.003428354,1089.985992,1019.531619,0.004270154
5/23/2023,0.015209225,0.47,0.1,-0.003301574,0.21,0.06,0.000869958,0.19,0.75,-0.001550702,0.11,0.2,0.00644972,1097.016097,1021.229298,0.001665156
5/24/2023,0.004767819,0.47,0.1,-0.012466839,0.21,0.06,-0.000404757,0.19,0.75,0.00023986,0.11,0.2,-0.000427681,1096.546924,1020.691289,-0.000526824
